,Time,User,Tweet
753,2022-11-09 01:20:31+00:00,138203134,"RT @Jill_Jorgensen: 45 minutes left to vote, New York!"
754,2022-11-09 00:35:57+00:00,138203134,"Congratulations Peter! ♥️♥️♥️

You will be so missed in the House, but Vermont will have an excellent Senator in you. https://t.co/PUR3ZbzKDf"
755,2022-11-09 00:14:18+00:00,138203134,"🗳️ NEW YORK: Polls are still open for another 2 HOURS 🚨

You still have a chance to cast your ballot! Head over to https://t.co/6velSpPDkj for help with your polling place.

https://t.co/iDqd5usWAV"
756,2022-11-08 22:36:15+00:00,138203134,RT @OfficialJLD: .@KarenBassLA is in a very close race for LA mayor because her opponent has spent $100 million covering up the fact he’s n…
757,2022-11-08 21:15:36+00:00,138203134,"@FoxNews @elonmusk Your fact check is incorrect, @FoxNews. https://t.co/PQrLjaci7r"
758,2022-11-08 21:15:01+00:00,138203134,"Incorrect, @FoxNews. I stated we use our proceeds for our in-house tutoring programs like Homework Helpers.

We’ve used proceeds to hire organizers for food relief and tutoring within our campaign.

Maybe don’t fact-check incorrect quotes and you’ll get it right next time. https://t.co/G23rNvg0VT"
759,2022-11-08 21:09:57+00:00,138203134,"RT @therecount: Rep. @AOC (D-NY) says Fox News host Tucker Carlson is ""one of the largest sources of death threats"" she receives:

“This is…"
760,2022-11-08 21:07:56+00:00,138203134,"RT @nytimes: Election results always take time, especially in places where many people vote by mail. Expect that early returns in states li…"
761,2022-11-08 20:55:18+00:00,138203134,"RT @mehdirhasan: If you only watch or share one video today, on election day, please make it this short video in which I explain why mail-i…"
762,2022-11-08 19:27:24+00:00,138203134,Here’s one clip from our larger conversation: https://t.co/hzUGgcoayo
763,2022-11-08 19:22:41+00:00,138203134,"Thank you @breakfastclubam for the great extended conversation this morning - now let’s get out that vote! 🗳️ 🗳️ 🗳️ 

NYC: Polls close at 9pm!
https://t.co/Bjwqif1BUD"
764,2022-11-08 17:37:20+00:00,138203134,RT @katie_honan: .@AOC on what she’s hearing from voters https://t.co/xUqjZRzQwU
765,2022-11-08 17:18:43+00:00,138203134,"RT @emilyngo: In Woodside, Queens, a demonstration of how @NYWFP has been getting out the vote for @KathyHochul. (@AOC @DRichardsQNS @SenGi…"
766,2022-11-08 15:38:59+00:00,138203134,"Many states don’t allow mail-in ballots to be counted before Election Day.

But many races can’t be called until mail-ins are counted, which can take over 24h.

This is normal, but some GOP are laying ground to claim any race not called tonight is suspicious. Don’t fall for it."
767,2022-11-08 13:40:50+00:00,138203134,RT @jonstewart: Vote today…
768,2022-11-08 13:33:45+00:00,138203134,Someone couldn’t handle that BX energy I see 😂 https://t.co/EHtyUh87IL
769,2022-11-08 13:33:14+00:00,138203134,"RT @RepAOC: It’s Election Day! Polls in NYC are open until 9 pm. Interpreters are also available when required for Spanish, Chinese-Mandari…"
770,2022-11-08 04:00:49+00:00,138203134,"To be clear, the entirety of the United States Congress is:
- Less than 1/3 women (~50% of US)
- About 7% millennials (~22% of US)

So it definitely tracks that Republicans think that’s already too much. 

But go off, boyboss https://t.co/h8u2UxfELt"
771,2022-11-08 03:23:25+00:00,138203134,"RT @nvdems: @AOC ""So often, we're made to feel by the powers that be - powers that don't want to see the working class win in this country…"
772,2022-11-08 02:55:41+00:00,138203134,"RT @racheljanfaza: You can register to vote on Election Day in the following states: CA, CO, CT, HI, IA, ID, IL, MD, ME, MI, MN, MT, NH, NM…"
773,2022-11-07 23:28:33+00:00,138203134,"Nuestras familias merécen lo mejor.

Vota mañana 🗳️ por igualdad, respeto, y dignidad. 

Busca su centro de votación aquí: https://t.co/NN46mCtxiP https://t.co/dXbp6z5UWG"
774,2022-11-07 23:06:46+00:00,138203134,"RT @ReverendWarnock: C’mon folks, I can’t have Herschel Walker representing my mama."
775,2022-11-07 21:58:07+00:00,138203134,"RT @MarkLevineNYC: The election in NY is very, very close. Every vote will matter.
 
Dems on the fence who have not yet voted: You need to…"
776,2022-11-06 19:56:34+00:00,138203134,RT @JohnFetterman: The Steelers have a bye this week
777,2022-11-06 18:06:59+00:00,138203134,RT @KathyHochul: Honored to have Deco's support 😉🐶
778,2022-11-06 17:52:58+00:00,138203134,RT @JaneMayerNYer: One billionaire with an inherited fortune accounts for half the spending behind the GOP’s gubernatorial candidate. He al…
779,2022-11-05 17:30:09+00:00,138203134,"Deco’s election endorsements are in! 🗳️ 

NY: Make sure you cast your early vote TODAY &amp; TOMORROW! After that, your last opportunity to vote will be this Tuesday, November 8th.

Find your polling station at https://t.co/TskRLfiaiB https://t.co/eNgvZMwJIV"
780,2022-11-05 16:20:33+00:00,138203134,"Weekend To-Do List:

1️⃣ Hit up Evelia’s Tamales 🫔 
2️⃣ Vote Early (find your polling spot @ https://t.co/TskRLfiaiB) 🗳️ 
3️⃣ Check out Righteous Eats 🪩 https://t.co/DdcsaQw6Yh"
781,2022-11-04 19:37:12+00:00,138203134,"While billionaires tweet, we vote. 🗳️ 

We’re organizing to win green social housing in the United States ⬇️ https://t.co/TGN8gcLlAu"
782,2022-11-04 18:52:05+00:00,138203134,"RT @nypl: Mike Davis (1946–2022) wrote well over a dozen books about politics, economics, social, economic, and racial inequalities, enviro…"
783,2022-11-04 17:52:30+00:00,138203134,Shout out to NY Assemblymember @yuhline who has more info here: https://t.co/ZQbA93bUZE
784,2022-11-04 17:51:23+00:00,138203134,"If you’re a Twitter (or any) employee subject to mass layoffs, New York has a WARNS law too.

NY WARNS requires 90 days notice for mass layoffs from large employers.

Employers who violate may be required to back pay your wages and benefits: https://t.co/B59Smc2ybA https://t.co/Qtxpr8974R"
785,2022-11-03 21:42:19+00:00,138203134,RT @Victorshi2020: 5 days out. Here’s what’s happening: turnout among young Democrats in the places that matter are skyrocketing while turn…
786,2022-11-03 21:36:53+00:00,138203134,"RT @POTUS: Let’s be clear about what “changes” Republicans in Congress want to make to Medicare and Social Security.

They want to raise th…"
787,2022-11-11 22:02:00+00:00,30354991,"Democracy is only as strong as our willingness to fight for it. 

No one fights harder for our democracy than the organizers, staff, and volunteers who are doing the work. When we fight, we win."
788,2022-11-11 19:58:02+00:00,30354991,"Voters in Vermont, Michigan, California, and Kentucky voted to protect reproductive rights. 

To everyone who made that possible, thank you."
789,2022-11-11 16:25:01+00:00,30354991,"This Veterans Day, may we honor the courageous Americans in uniform who have made the ultimate promise to protect and serve our country. Thank you for your service. https://t.co/oN7YdJW7ZN"
790,2022-11-11 00:13:00+00:00,30354991,"To the millions of Americans who waited in line, who mailed in your ballot, who rejected big lies and extremism, and participated in our democracy: Thank you."
791,2022-11-10 20:23:49+00:00,30354991,Thank you to everyone who played a role in helping to ensure the American people could make their voices heard during the midterm elections. Tune in as President @JoeBiden and I give remarks. https://t.co/yV2i2G4Qvg
792,2022-11-09 23:20:00+00:00,30354991,"RT @VP: Democracy is stronger when everyone participates and is weaker when people are left out.

To the poll workers and officials who wor…"
793,2022-11-09 01:56:02+00:00,30354991,"Joined @KarenBassLA and @KerryWashington to get out the vote. California, polls are still open. https://t.co/VbrfuqW5Zn https://t.co/yg5AVZ17hf"
794,2022-11-08 23:50:00+00:00,30354991,If you are in line before the polls close today: stay in line.
795,2022-11-08 19:00:11+00:00,30354991,Remember that your vote is your voice—make sure that you are heard. https://t.co/VbrfuqVy9P
796,2022-11-08 17:00:25+00:00,30354991,"Voters across the country are casting their ballots. 

If you have trouble casting your vote, call the voter protection hotline at (833) 336-8683. https://t.co/sbAVFdHU2e"
797,2022-11-08 16:02:17+00:00,30354991,"Have you already voted? 

If so, sign up now to call voters in critical battleground states. We need your help to earn every last vote: https://t.co/rfTbkg3ZwQ."
798,2022-11-08 14:02:11+00:00,30354991,"Before heading out to vote today, find out where your polling place is. https://t.co/GF8F4psZoG"
799,2022-11-08 13:00:00+00:00,30354991,"Today is Election Day.

Head to https://t.co/VbrfuqDWLf, find your polling place and get out the vote. https://t.co/12aqebOn7S"
800,2022-11-08 12:00:40+00:00,30354991,"Election Day is here, and polling places across the country are starting to open. Find your polling place at https://t.co/VbrfuqVy9P. https://t.co/WfFBmFvf3q"
801,2022-11-08 01:40:42+00:00,30354991,.@KarenBassLA has a long history of always being on the side of the people and will continue to do so as the next mayor of Los Angeles. https://t.co/LDshxPabZY
802,2022-11-08 00:48:02+00:00,30354991,Joined these two trailblazers to get out the vote in New York. Let’s reelect Governor @KathyHochul! https://t.co/tfj3RKYKbF
803,2022-11-07 23:56:19+00:00,30354991,"With only one day to go until Election Day, President @JoeBiden is back in Maryland to get out the vote for Democrats. Watch now. https://t.co/pfeoRvVslo"
804,2022-11-07 21:57:00+00:00,30354991,There is so much at stake in the midterm elections. We need your help reminding voters that their voice matters. Help us make calls today to critical battleground states to get people to the polls: https://t.co/rfTbkg3rHi.
805,2022-11-07 19:08:03+00:00,30354991,"Make your plan to vote today:  

—Find out where you're going to vote.
—Figure out how you're getting to your polling place.
—Determine a time to head to the polls.

Go to https://t.co/VbrfuqVy9P to make a plan. https://t.co/kDLeffMxK8"
806,2022-11-07 16:58:03+00:00,30354991,"Tomorrow, voters across the country will make their voices heard at the ballot box. Find your polling place at https://t.co/VbrfuqVy9P. https://t.co/phUeC6K3sD"
807,2022-11-07 15:03:01+00:00,30354991,"Abortion rights. 
The right to contraception. 
The right to marry the person you love.

These and more are at risk in these midterm elections."
808,2022-11-07 01:00:06+00:00,30354991,"Our democracy is on the ballot. 

It is only as strong as our willingness to fight for it. Let us vote for Democrats willing to fight for democracy on November 8."
809,2022-11-06 17:55:00+00:00,30354991,"If we elect two more Democratic United States Senators, President Joe Biden will sign the protections of Roe v. Wade into law."
810,2022-11-06 16:37:03+00:00,30354991,"Democracy will only be as strong as our willingness to fight for it, and so fight for it we must, and fight for it we will. When we fight, we win. https://t.co/ZjxDLOwBpv"
811,2022-11-05 22:10:00+00:00,30354991,.@JoeBiden and I are committed to protecting and strengthening Social Security and Medicare for millions of Americans.
812,2022-11-05 21:17:58+00:00,30354991,President @JoeBiden and @BarackObama are in Philadelphia to speak with Pennsylvania voters about the stakes in this election. Tune in now to watch live.  https://t.co/Dnbpv37qEg
813,2022-11-05 18:15:00+00:00,30354991,.@DouglasEmhoff and I filled out our ballots. What’s your plan to vote? https://t.co/5BGVD0uK7Z
814,2022-11-05 16:00:00+00:00,30354991,Vote. https://t.co/kpFBCh53Ld
815,2022-11-04 22:01:01+00:00,30354991,"President @JoeBiden is prepared to sign legislation that will put into law the protections of Roe v. Wade. If you think the government should not have a say in the decisions women make about their bodies, make your voices heard on Election Day."
816,2022-11-04 19:25:01+00:00,30354991,"In America, 25 million children ride on school buses every day, breathing in fumes that can harm their health from diesel buses.

The Bipartisan Infrastructure Law will invest $5 billion over the next five years to help schools roll out electric buses across all 50 states."
817,2022-11-04 14:55:33+00:00,30354991,"Election Day is in 4 days.

In 4 days, we will make our voices heard and we will speak out for freedom. We will speak out for democracy. We will speak out for equality. 

Make your plan to vote right away: https://t.co/VbrfuqVy9P."
818,2022-11-04 00:00:01+00:00,30354991,We will make our voices heard in this critical midterm election. https://t.co/7vv2xCEYBL
819,2022-11-03 23:18:14+00:00,30354991,Great to have been in Boston with @maura_healey and Massachusetts Democrats to get out the vote! https://t.co/9lsyL0ydgq
820,2022-11-03 21:41:00+00:00,30354991,"Here’s what Republicans plan to do with House and Senate majorities:

—gut Social Security
—gut Medicare
—pass a nationwide abortion ban

We can stop this at the ballot box. Make your voice heard: https://t.co/VbrfuqDWLf."
821,2022-11-03 16:01:09+00:00,30354991,RT @JoeBiden: This midterm election is too important to sit out. Head to https://t.co/Hy8C4mIL2M to make your plan to vote today. https://t…
822,2022-11-03 15:00:32+00:00,30354991,"Protecting reproductive rights is about protecting your ability to decide what you do with your body. 

We must elect more Democrats to Congress in the midterm elections and fight to protect this fundamental right."
823,2022-11-03 14:41:01+00:00,30354991,"RT @harrisdemocrats: On Nov. 6, 2018, “the #SisterJudges became the largest group of Black female judges ever elected at one time. Their vi…"
824,2022-11-03 14:10:01+00:00,30354991,"5 days until the midterm elections—there’s still time to make your voice heard. 

I’m asking you to remind your neighbors and friends: it’s time to vote. Visit https://t.co/VbrfuqVy9P to make your plan."
825,2022-11-02 23:15:01+00:00,30354991,Join President @JoeBiden and @BarackObama in Philadelphia as they rally voters in the final days before the midterm elections. RSVP now. https://t.co/OxWIS4OCg8
826,2022-11-02 20:10:01+00:00,30354991,"Because we passed the Inflation Reduction Act, we capped insulin costs for seniors at $35 a month and are bringing down the cost of prescription drugs. 

Not a single Republican in Congress voted for it."
827,2022-11-02 16:02:01+00:00,30354991,"Republican leaders are openly talking about how they will go after Social Security and Medicare, not to mention pushing for a national ban on abortion.

That and more is what's at stake in the midterm elections that are 6 days away. Make a plan to vote at https://t.co/VbrfuqVy9P."
828,2022-11-02 00:32:01+00:00,30354991,"We know what Democrats stand for: working people, good jobs at fair wages, decency, and democracy. 

All of these issues are on the ballot. Make a plan to vote at https://t.co/VbrfuqVy9P. https://t.co/42p4tgvXL7"
829,2022-11-01 22:00:00+00:00,30354991,Vote for Democrats. https://t.co/FQrS34mUH8
830,2022-11-01 19:11:03+00:00,30354991,"Before heading out to vote next week, know your polling location. https://t.co/VbrfuqVy9P"
831,2022-11-01 14:39:00+00:00,30354991,"One week from today, Americans across the country will head to the polls. Now is a good time to make a plan to vote:

1. Find out where you're going to vote.
2. Figure out how you're getting to your polling place.
3. Determine a time to head to the polls.
4. Spread the word."
832,2022-10-31 23:46:17+00:00,30354991,RT @VP: Happy Halloween! https://t.co/vTcnR6zcEp
833,2022-10-30 22:03:25+00:00,30354991,"You have the power to stop Republican-led attacks and ensure that women, not their government, make decisions about their own body. 

Text VOTE to 43367 to find your nearest polling place today. https://t.co/J9aFa8Dzfl"
834,2022-10-30 17:21:00+00:00,30354991,"Election Day is right around the corner, so we need all hands on deck. President @JoeBiden will be in Florida on November 1 to fire up voters about what’s at stake. Sign up now: 
https://t.co/alEDAXaqgU"
835,2022-10-30 16:38:00+00:00,30354991,Make your voice heard at the ballot box by making your plan to vote today: https://t.co/VbrfuqVy9P.
836,2022-10-29 18:14:00+00:00,30354991,"10 days left until Election Day. That’s 10 days to make a difference. 10 days to make sure people have a voting plan. 

Make these 10 days count."
837,2022-10-28 22:00:00+00:00,30354991,"Visit https://t.co/VbrfuqVy9P today to learn where, when, and how you can vote in your state. https://t.co/89lWOqeD7e"
838,2022-10-28 21:30:02+00:00,30354991,"Join me, @iamwesmoore, and other Maryland Democrats in Baltimore tomorrow for a GOTV event in the final stretch before Election Day.

Looking forward to seeing everyone there. RSVP now.
https://t.co/RcikdhrFWG"
839,2022-10-28 13:51:01+00:00,30354991,"Today is a great day to make a plan to vote. 

Write down when, where, and how you will vote—whether that’s by mail, drop-box, or in-person. 
https://t.co/VbrfuqVy9P"
840,2022-10-27 14:02:01+00:00,30354991,Good morning. 12 days to go→ https://t.co/VbrfuqDWLf.
841,2022-10-26 22:55:00+00:00,30354991,"The Inflation Reduction Act included a historic $370 billion investment to combat the climate crisis.

Not one Republican in Congress voted for it. Not one."
842,2022-10-26 13:30:04+00:00,30354991,".@BarackObama put it best—we have the power to keep moving our country forward this November. 

If you haven’t made a plan to vote yet, head to https://t.co/VbrfuqVy9P. 
https://t.co/fRCXNUNqGX"
843,2022-10-25 19:06:01+00:00,30354991,"We cannot afford to leave anything to chance over the next 14 days. Make a plan to vote, and vote early if you can. 

Visit https://t.co/VbrfuqVy9P for voting information in your state."
844,2022-10-25 18:00:00+00:00,30354991,"We need you to talk to voters in your community about what’s at stake by knocking on doors, making calls, and showing the same support that sent President Biden and me to the White House. 

Volunteer today: https://t.co/uFebNs1mnB. https://t.co/XQizdDhBFp"
845,2022-10-24 21:51:00+00:00,30354991,"RT @VP: To everyone celebrating the Festival of Lights here in the United States and around the world, happy Diwali! https://t.co/0DPlOaqhMO"
846,2022-10-24 19:30:04+00:00,30354991,"With only 15 days to go until Election Day, this is your reminder to vote early."
847,2022-10-24 17:29:35+00:00,30354991,"RT @JoeBiden: With just over two weeks to go until the midterm elections, I’m thanking Democratic staff and volunteers who are getting out…"
848,2022-10-23 16:18:00+00:00,30354991,"Democrats stand for the middle class. 

We stand for working families and for equality and equity for every American. 

We fight for good jobs. 

We fight for affordable health care and opportunity for all. 

When Democrats are in charge, we deliver."
849,2022-10-22 18:11:01+00:00,30354991,"Through the Inflation Reduction Act we’ve been able to take on Big Pharma and give Medicare the power to negotiate drug prices on behalf of tens of millions of Americans. 

Not one Republican in Congress voted for it."
850,2022-10-22 15:40:01+00:00,30354991,"Don’t wake up the day after Election Day with any regrets. Make a plan today:

Where is your polling location?
When are you going to go vote? 
How are you getting to the polls?
Are you bringing any friends, family, or neighbors with you?

Find out at https://t.co/VbrfuqW5Zn."
851,2022-10-21 21:46:01+00:00,30354991,"Extremist Republicans are calling for an abortion ban nationwide. 

They believe the government—not women—should make decisions about their own bodies. We do not.

We trust the women of America."
852,2022-10-21 15:16:01+00:00,30354991,"All of the great progress we’ve made as a nation has been because we know what we stand for: freedom and liberty.

That’s what’s at stake in this midterm election.

When you know what you stand for, you know what to fight for. Make your voice heard: https://t.co/VbrfuqDWLf"
853,2022-10-20 21:56:00+00:00,30354991,"If you want to bring down health care costs, protect Social Security, and expand economic opportunity to support the middle class, vote for Democrats."
854,2022-10-20 15:35:02+00:00,30354991,"My birthday wish this year?

For everyone to make their plan to vote: https://t.co/VbrfuqDWLf."
855,2022-11-12 16:59:00+00:00,53347647,"The Ukrainian state will need the money:

👉for hospitals
👉for schools to function
👉for public administration

""We call on colleagues here in the Parliament to stay united, to make sure that we stand by the side of Ukraine"", says @SMuresan.

Watch👇
#StandWithUkraine https://t.co/18PeQc8W7v"
856,2022-11-12 16:30:00+00:00,53347647,"❗️We pushed the @EU_Commission to take urgent action to ease the rising fertiliser prices and shortages that threaten our #FoodSecurity - but these guidelines are not enough. 

""Why didn't the Commission properly assess the reason for high prices?"" asks @HerbertDorfmann MEP. https://t.co/cOR03kjQa7"
857,2022-11-12 15:30:21+00:00,53347647,"""A strong Ukraine will be the EU's greatest pillar, both economically and in terms of security.  

It is crucial that Europe's Marshall Plan must include Ukraine's accession to the EU"", says @RJukneviciene.  

#StandWithUkraine https://t.co/jltQJ3BexG"
858,2022-11-12 14:30:18+00:00,53347647,"The Network and Information Security Directive will:
👉set out minimum rules for cooperation
👉update the list of activities subject to #cybersecurity obligations

It ""is adding a piece to the bigger puzzle for gaining greater resilience""- @EvaMaydell.

https://t.co/D3A3zVhLsK https://t.co/fuMiGD5bf4"
859,2022-11-12 14:00:00+00:00,53347647,"To achieve climate action goals, we must make progress on the targets. 

""Europe does not only have targets, but it's also showing how to deliver them"", said @peterliese MEP. 

During #COP27, there will be plenty of talks on targets. 

But talks must turn into action very fast. https://t.co/c8KXoUht6Y"
860,2022-11-12 13:01:09+00:00,53347647,"🤝European cooperation will deliver huge benefits in #cybersecurity.

🗣️“Our Member States, when acting in unison, are much better equipped to fight against the thousands of assaults that affect the banking sector every day”, says @IsabelBenjumea.

🔗Read: https://t.co/t3wrPFxnuw https://t.co/p3S0MWbb3s"
861,2022-11-12 12:00:03+00:00,53347647,"Last chance to become our trainee!  

🔹Gain valuable work experience  
🔸Make friends for life  
🔹Live the dream of working in the EU Parliament!  

Apply now: https://t.co/SUnxrY4b43 

#traineeships #internships https://t.co/izzAyxZvcU"
862,2022-11-12 11:28:00+00:00,53347647,"Intercultural and #ReligiousDialogue in the @EPPGroup started within the Christian world.

But now it's much more than that.

MEP @HolvenyiGyorgy shared a positive experience from the dialogue with Islamic communities.

Hear it in our #podcast ▶️ https://t.co/qo6sw4I5W4 https://t.co/0tKHomHApw"
863,2022-11-12 11:00:50+00:00,53347647,"The Stability and Growth Pact has: 
👉become more complex 
👉been a source of tension 

Nobody is satisfied with the way the Commission interprets it! Only correct #enforcement will make the fiscal rules work! 

Read @MarkusFerber´s statement: https://t.co/eMww8Tegfs https://t.co/OI855BWwaJ"
864,2022-11-12 10:00:01+00:00,53347647,"""We have been talking a lot, but it's also time for action"", says @jessicapolfjard MEP. 

#COP27 will discuss the necessary climate actions. Our MEPs are soon heading there. 

The EU is already doing its part, but all EU countries must deliver on climate work. https://t.co/8yYA23lsTk"
865,2022-11-12 09:03:00+00:00,53347647,"Health is at the core of @EPPGroup politics.
📌Facing the pandemic
📌Achieving a stronger Health Union
📌Fighting cancer and improving the lives of Europeans

Raising awareness on #Movember about men's health is part of our commitment.

Proud to be mustachioed!

#EUCanBeatCancer https://t.co/i0q4A0X7rk"
866,2022-11-12 08:30:17+00:00,53347647,"🚨 We are now more conscious than ever of the threat posed by hackers to European citizens!

We are therefore putting in place #cybersecurity rules to:
👉 help the digitalisation of European finance
👉 provide consumer protection

https://t.co/t3wrPFwPEY https://t.co/J5g6VoSAkw"
867,2022-11-11 21:40:21+00:00,53347647,"RT @ArnaudDanjean: Il y a bien sûr les imposantes nécropoles des sites du front, mais chaque monument de chacun de nos villages rappelle au…"
868,2022-11-11 20:32:40+00:00,53347647,RT @ManfredWeber: Freedom is stronger than tyranny! This is what Europe is about. Especially emotional on this 11th of November. Russia has…
869,2022-11-11 20:30:00+00:00,53347647,"Grab your chance and become our trainee!  

🔹Gain valuable work experience  
🔸Make friends for life  
🔹Live the dream of working in the EU Parliament!  

Apply now: https://t.co/SUnxrY4b43 

#traineeships #internships https://t.co/xZ9eV0aIeY"
870,2022-11-11 20:00:01+00:00,53347647,"🚨Our #FoodSecurity is at stake. 

Farmers can't afford rising fertiliser prices and collapsing supply. 

""Unfortunately, @EU_Commission's communication doesn't give an answer to that,"" says @HerbertDorfmann. 

A direct question to the Commission⤵️ https://t.co/KZhGbXgZ53"
871,2022-11-11 19:30:00+00:00,53347647,"We are the only Group in @Europarl_EN with a Working Group on Intercultural and #ReligiousDialogue.

Why do we have it?

""To bring people together, to see that we have a common responsibility"", says MEP @HolvenyiGyorgy.

Hear more in our new #podcast ▶️ https://t.co/qo6sw4ZHkE https://t.co/zssnGsM6fQ"
872,2022-11-11 19:00:01+00:00,53347647,"This week, MEPs adopted the first @Europarl_EN report on #esports and video games.

The ➕ majority of votes was overwhelming:
➕ 560
➖ 34
⭕ 16

""We must move with the times"", said our MEP @TFrankowski21, who worked on the report on behalf of our Group. https://t.co/Pv2L7IfYS1"
873,2022-11-11 18:00:01+00:00,53347647,"#COP27 is being held in a much different global context than previous COPs.

But the ambition is still high, says @SeanKellyMEP. 

""While there is a war going on and financial difficulties, nevertheless, all the evidence shows that we are in a climate and biodiversity crisis.""👇🏼 https://t.co/Qk1yDXL1Ch"
874,2022-11-11 17:02:37+00:00,53347647,"🚨We must protect banks against Russian, Chinese or Iranian hackers!

🛡️If Europe wants to remain secure and a globally competitive market, we must make sure our financial sector is able to tackle to all potential threats.

@FitzgeraldFrncs

https://t.co/t3wrPFfego #cybersecurity https://t.co/opX3EQOHiT"
875,2022-11-11 16:01:35+00:00,53347647,"👨‍💻The new Network and Information Security Directive will be a boost for the EU's #cybersecurity.

“In a world of hybrid warfare, we must protect the internet cables upon which our economies depend, as carefully as our borders and pipelines”- @EvaMaydell.

https://t.co/D3A3zVhLsK https://t.co/VBBUdg1RwJ"
876,2022-11-11 14:30:00+00:00,53347647,"This week, MEPs adopted the first @Europarl_EN report on #esports and video games.

The ➕ majority was overwhelming:
➕ 560
➖ 34
⭕ 16

""We must move with the times"", said our MEP @TFrankowski21, who worked on the report on behalf of our Group. https://t.co/JwSb3b7CQY"
877,2022-11-11 13:30:28+00:00,53347647,"❌ Nobody is satisfied with how @EU_Commission interprets the current economic governance framework. 

🚨 For it to be credible, it should be based on sound rules and their compliance and #enforcement! 

🔗 Read more: https://t.co/eMww8Tegfs https://t.co/V47QxTJMRb"
878,2022-11-11 13:19:31+00:00,53347647,"🇺🇦 Kherson is Ukraine.
🇪🇺 Ukraine is Europe.
💪 Kherson is liberated.

#StandWithUkraine #kherson https://t.co/IpOP5uuVpr"
879,2022-11-11 13:11:23+00:00,53347647,RT @RobertaMetsola: 🇪🇺 🇺🇦
880,2022-11-11 12:38:48+00:00,53347647,"RT @SeanKellyMEP: In the context of this unnecessary war that Putin continues to wage, this is an incredibly powerful image.

Ukrainian res…"
881,2022-11-11 12:36:51+00:00,53347647,"The encounter between PM Costa and the autocratic ruler Maduro, responsible for the suffering of the Venezuelan people. The EPP Group keeps fighting for the restoration of democracy in Venezuela 🇻🇪. https://t.co/IeOcOKmgFe"
882,2022-11-11 12:30:01+00:00,53347647,"🌍 We need climate action.

Yes - we want de-carbonisation.

But we cannot allow de-industrialisation.

Our MEPs are heading to #COP27 to discuss the right path for Europe to do its part.
  
This is what they expect to happen in Sharm el-Sheikh. ⤵️ https://t.co/3b0XRSryjc"
883,2022-11-11 12:00:02+00:00,53347647,"🇭🇷 Croatia is ready to join #Schengen!

Yesterday, @Europarl_EN approved Croatia's accession to the Schengen free movement area.

🇧🇬 🇷🇴 But let's not stop here! Let us continue the Schengen success story and finally bring Bulgaria and Romania on board!

Watch⬇️ https://t.co/tUhoYD1bgu"
884,2022-11-11 11:30:00+00:00,53347647,"📅Next week: 

🔵We will hold a hearing on the Western Balkans’ connectivity to the EU 

🔵#COP27: we will push for the international community to keep up with the EU´s ambition 

🔵@FIFAWorldCup: @EP_HumanRights will discuss Qatar’s human rights record 

https://t.co/tZ5Bz3Mud7 https://t.co/3MpyJ9MFEN"
885,2022-11-11 10:30:00+00:00,53347647,"🚨Croatia is ready to join the #Schengen free-travel area!

🇭🇷 met 281 recommendations in 8 areas of the Schengen acquis.  

🗣️""I am confident that this will be another success story for European integration”, says @paulorangel_pt.  

Read more: https://t.co/Z6DqW13Ftf https://t.co/thWzjTwdiQ"
886,2022-11-11 10:08:22+00:00,53347647,"The story of #ReligiousDialogue in the EPP Group began 24 years ago. 

""It was important for us to find a way to organise dialogue within the Christian world"", explains MEP @JanOlbrycht. 

The scope of it today is much broader. 

New #podcast ▶️ https://t.co/qnGLdneWOZ https://t.co/xO8g9kG1GJ"
887,2022-11-11 09:30:00+00:00,53347647,"❗️We pushed the @EU_Commission to take urgent action to ease the rising fertiliser prices and shortages that threaten our #FoodSecurity - but these guidelines are not enough. 

""Why didn't the Commission properly assess the reason for high prices?"" asks @HerbertDorfmann MEP. https://t.co/Zel9ZkaVTH"
888,2022-11-11 07:30:11+00:00,53347647,"Many of them never returned to their loved ones. 
 
Today, we honour the sacrifice and courage of those who served in the armed forces during World War I. 
 
Let us not forget how precious peace is.   
 
#LestWeForget #ArmisticeDay https://t.co/Sze8S250ue"
889,2022-11-11 07:30:01+00:00,53347647,"RT @LinsNorbert: We have reached a provisional political agreement on the #LULUCF regulation! Just in time for the #cop27, we can bring for…"
890,2022-11-10 21:30:00+00:00,53347647,"In May 2021, the Irish health system suffered a major ransomware attack, causing all of its IT systems nationwide to shut down. This caused chaos.   

Europe’s cyber resilience and cyber security are critical to our economic resilience. 

#cybersecurity 

Watch⤵️ https://t.co/BVklBUs32F"
891,2022-11-10 21:00:00+00:00,53347647,"Today, #EPlenary voted on the accession of Croatia to the #Schengen free movement area.

Croatia’s membership will strengthen Schengen, ensuring that more Europeans have access to this common area without internal borders, while protecting the external EU borders.

Watch ⤵️ https://t.co/udeoltfO6P"
892,2022-11-10 20:30:13+00:00,53347647,"Today, the #EPlenary confirmed the introduction of new measures against distortive foreign subsidies. 

""This is a major step forward in protecting our EU Single Market"", says @CHansenEU. https://t.co/NPmr0KfASq"
893,2022-11-10 19:30:00+00:00,53347647,"The EPP Group congratulates Croatia 🇭🇷 on its successful path! 

European Parliament Rapporteur @PauloRangel_pt: 
“Croatia 🇭🇷 shows that it is possible for any aspiring and new Member State to be fully integrated into our European 🇪🇺 family."" 

Read more: https://t.co/Z6DqW13Ftf https://t.co/EQKyOTJcHe"
